redcap_event_name,group,group_value,list_discipline,list_year_enrolled,student_survey_timestamp,advanced,milestones_cogsci,milestones_psysci,enjoy,good,nonexperts,discouraged,writers_block,inspired,cant_start,rejection,rcv_fdbk,gv_fdbk,timeblock,hours,conference_submit,conference_accept,perma_hap,Person,IV,Epoch
phdx_study_enrollm_arm_1,NaN,NaN,NaN,NaN,06/23/0022 14:26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1197,2,3
sept_2021_arm_1,3,85,NaN,NaN,06/23/0022 14:26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1197,2,3
phdx_study_enrollm_arm_1,NaN,NaN,NaN,NaN,06/25/0022 14:40,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1197,2,3
june_2022_arm_1,NaN,NaN,NaN,NaN,06/27/0022 12:06,0,NaN,NaN,4,3,5,6,7,6,3,4,5,3,2,2,3,3,70,1197,2,3
phdx_study_enrollm_arm_1,NaN,NaN,8,6,06/21/0022 12:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1200,2,3
sept_2021_arm_1,3,80,NaN,NaN,06/21/0022 12:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1200,2,3
june_2022_arm_1,NaN,NaN,NaN,NaN,06/23/0022 15:19,1,NaN,5,5,5,5,7,6,6,5,5,3,5,100,6,0,0,39,1200,2,3
phdx_study_enrollm_arm_1,NaN,NaN,3,4,06/23/0022 15:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1204,2,3
sept_2021_arm_1,NaN,NaN,NaN,NaN,06/23/0022 15:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1204,2,3
phdx_study_enrollm_arm_1,NaN,NaN,NaN,NaN,06/21/0022 14:28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1204,2,3
sept_2021_arm_1,3,75,NaN,NaN,06/21/0022 14:28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1204,2,3
phdx_study_enrollm_arm_1,NaN,NaN,2,8,06/23/0022 15:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1206,2,3
sept_2021_arm_1,2,75,NaN,NaN,06/23/0022 15:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1206,2,3
proposals_2021_arm_1,NaN,NaN,NaN,NaN,06/23/0022 15:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1206,2,3
phdx_study_enrollm_arm_1,NaN,NaN,8,8,06/23/0022 15:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1207,2,3
sept_2021_arm_1,3,100,NaN,NaN,06/23/0022 15:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1207,2,3
proposals_2021_arm_1,NaN,NaN,NaN,NaN,06/23/0022 15:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1207,2,3
phdx_study_enrollm_arm_1,NaN,NaN,8,7,06/23/0022 15:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1208,2,3
sept_2021_arm_1,3,50,NaN,NaN,06/23/0022 15:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1208,2,3
phdx_study_enrollm_arm_1,NaN,NaN,NaN,NaN,06/30/0022 13:10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1208,2,3
phdx_study_enrollm_arm_1,NaN,NaN,3,6,06/23/0022 15:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1212,2,3
sept_2021_arm_1,3,79,NaN,NaN,06/23/0022 15:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1212,2,3
phdx_study_enrollm_arm_1,NaN,NaN,8,7,06/23/0022 15:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1215,2,3
sept_2021_arm_1,3,50,NaN,NaN,06/23/0022 15:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1215,2,3
phdx_study_enrollm_arm_1,NaN,NaN,7,9,06/21/0022 11:08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1245,2,3
sept_2021_arm_1,2,80,NaN,NaN,06/21/0022 11:38,0,NaN,NaN,7,6,5,6,4,4,4,3,2,6,60,2,1,0,62,1245,2,3
phdx_study_enrollm_arm_1,NaN,NaN,6,6,06/21/0022 11:38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1254,2,3
sept_2021_arm_1,2,100,NaN,NaN,06/21/0022 11:38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1254,2,3
phdx_study_enrollm_arm_1,NaN,NaN,7,4,06/21/0022 11:38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1259,2,3
sept_2021_arm_1,4,50,NaN,NaN,06/21/0022 11:38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1259,2,3
phdx_study_enrollm_arm_1,NaN,NaN,8,9,06/21/0022 11:38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1266,2,3
sept_2021_arm_1,2,65,NaN,NaN,06/21/0022 11:38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1266,2,3
phdx_study_enrollm_arm_1,NaN,NaN,3,6,06/21/0022 11:38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1268,2,3
sept_2021_arm_1,2,100,NaN,NaN,06/21/0022 11:38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1268,2,3
phdx_study_enrollm_arm_1,NaN,NaN,7,10,06/21/0022 11:08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1276,2,3
sept_2021_arm_1,2,NaN,NaN,NaN,06/21/0022 11:08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1276,2,3
phdx_study_enrollm_arm_1,NaN,NaN,3,6,06/21/0022 11:08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1278,2,3
sept_2021_arm_1,2,46,NaN,NaN,06/21/0022 11:08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1278,2,3
phdx_study_enrollm_arm_1,NaN,NaN,3,8,06/22/0022 08:29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1308,2,3
sept_2021_arm_1,2,90,NaN,NaN,06/22/0022 08:29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1308,2,3
june_2022_arm_1,NaN,NaN,NaN,NaN,06/23/0022 14:26,1,NaN,NaN,1,4,1,6,7,6,7,6,5,4,30,72,0,0,28,1308,2,3
phdx_study_enrollm_arm_1,NaN,NaN,8,8,06/23/0022 14:26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1309,2,3
sept_2021_arm_1,3,100,NaN,NaN,06/23/0022 14:26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1309,2,3
phdx_study_enrollm_arm_1,NaN,NaN,7,7,06/21/0022 14:28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1316,2,3
sept_2021_arm_1,2,75,NaN,NaN,06/21/0022 14:28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1316,2,3
phdx_study_enrollm_arm_1,NaN,NaN,NaN,NaN,06/27/0022 15:38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1316,2,3
phdx_study_enrollm_arm_1,NaN,NaN,2,9,09/28/0021 09:56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1005,3,1
sept_2021_arm_1,5,NaN,NaN,NaN,09/28/0021 09:52,0,1,NaN,6,4,6,5,5,6,5,5,2,4,30,3,0,0,50,1005,3,1
proposals_2021_arm_1,NaN,NaN,NaN,NaN,09/28/0021 09:52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1005,3,1
june_2022_arm_1,NaN,NaN,NaN,NaN,09/28/0021 09:52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1005,3,1
proposals_2022_arm_1,NaN,NaN,NaN,NaN,09/28/0021 09:52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1005,3,1
phdx_study_enrollm_arm_1,NaN,NaN,1,7,09/28/0021 09:45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1007,3,1
sept_2021_arm_1,5,NaN,NaN,NaN,09/28/0021 09:45,0,NaN,NaN,2,3,5,6,6,6,6,6,6,6,40,200,0,0,NaN,1007,3,1
phdx_study_enrollm_arm_1,NaN,NaN,3,9,09/28/0021 10:12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1011,3,1
sept_2021_arm_1,5,NaN,NaN,NaN,09/28/0021 09:48,0,NaN,NaN,7,5,5,5,4,7,5,6,1,4,30,8,0,0,76,1011,3,1
phdx_study_enrollm_arm_1,NaN,NaN,4,10,09/28/0021 09:40,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013,3,1
sept_2021_arm_1,5,NaN,NaN,NaN,09/28/0021 09:48,0,NaN,NaN,7,6,6,6,7,7,6,1,1,7,75,45,0,0,71,1013,3,1
phdx_study_enrollm_arm_1,NaN,NaN,NaN,NaN,10/05/0021 13:36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1013,3,1
phdx_study_enrollm_arm_1,NaN,NaN,9,9,09/28/0021 09:48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1014,3,1
sept_2021_arm_1,5,NaN,NaN,NaN,09/28/0021 09:51,0,NaN,NaN,7,6,6,7,7,7,5,5,3,5,11,10,0,0,57,1014,3,1
phdx_study_enrollm_arm_1,NaN,NaN,3,6,09/28/0021 09:51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1015,3,1
sept_2021_arm_1,5,NaN,NaN,NaN,09/28/0021 09:50,1,NaN,NaN,2,2,5,6,6,6,6,3,2,2,65,5,1,1,68,1015,3,1
phdx_study_enrollm_arm_1,NaN,NaN,9,10,09/28/0021 09:50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1017,3,1
sept_2021_arm_1,5,NaN,NaN,NaN,09/28/0021 09:47,0,NaN,NaN,5,5,7,6,5,2,5,1,2,3,60,12,5,5,59,1017,3,1
phdx_study_enrollm_arm_1,NaN,NaN,2,8,09/28/0021 09:46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1021,3,1
sept_2021_arm_1,5,NaN,NaN,NaN,09/28/0021 10:06,0,3,NaN,3,3,3,5,5,2,2,2,6,6,30,3,4,4,32,1021,3,1
proposals_2021_arm_1,NaN,NaN,NaN,NaN,09/28/0021 10:06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1021,3,1
phdx_study_enrollm_arm_1,NaN,NaN,2,10,09/28/0021 10:06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1022,3,1
sept_2021_arm_1,5,NaN,NaN,NaN,09/28/0021 12:35,0,1,NaN,6,5,5,5,6,7,7,2,1,7,40,20,2,2,65,1022,3,1
proposals_2021_arm_1,NaN,NaN,NaN,NaN,09/28/0021 12:35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1022,3,1
june_2022_arm_1,NaN,NaN,NaN,NaN,09/28/0021 12:35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1022,3,1
phdx_study_enrollm_arm_1,NaN,NaN,7,7,09/28/0021 12:35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1023,3,1
sept_2021_arm_1,5,NaN,NaN,NaN,09/28/0021 10:19,1,NaN,NaN,6,6,6,5,2,3,5,5,2,6,30,8,4,4,63,1023,3,1
june_2022_arm_1,NaN,NaN,NaN,NaN,09/28/0021 10:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1023,3,1
phdx_study_enrollm_arm_1,NaN,NaN,9,9,09/28/0021 10:19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1024,3,1
sept_2021_arm_1,5,NaN,NaN,NaN,09/28/0021 09:52,0,NaN,NaN,5,4,5,6,6,4,5,2,5,2,27,10,0,0,59,1024,3,1
phdx_study_enrollm_arm_1,NaN,NaN,6,8,09/28/0021 09:46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1026,3,1
sept_2021_arm_1,5,NaN,NaN,NaN,09/28/0021 09:48,0,NaN,NaN,6,6,6,5,2,3,5,6,5,7,60,10,1,1,78,1026,3,1
june_2022_arm_1,NaN,NaN,NaN,NaN,09/28/0021 09:48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1026,3,1
phdx_study_enrollm_arm_1,NaN,NaN,2,7,09/28/0021 09:48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1027,3,1
sept_2021_arm_1,5,NaN,NaN,NaN,09/28/0021 10:05,1,NaN,NaN,5,7,6,4,4,3,5,3,3,5,80,8,3,3,56,1027,3,1
phdx_study_enrollm_arm_1,NaN,NaN,3,10,09/28/0021 10:05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1028,3,1
sept_2021_arm_1,2,NaN,NaN,NaN,09/28/0021 09:44,0,NaN,NaN,6,5,6,6,5,6,5,5,3,5,33,5,0,0,50,1028,3,1
phdx_study_enrollm_arm_1,NaN,NaN,7,10,09/28/0021 09:44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1031,3,1
sept_2021_arm_1,5,NaN,NaN,NaN,09/28/0021 09:48,0,NaN,NaN,5,6,6,7,6,3,2,4,2,5,20,0,0,0,71,1031,3,1
june_2022_arm_1,NaN,NaN,NaN,NaN,09/28/0021 09:48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1031,3,1
phdx_study_enrollm_arm_1,NaN,NaN,5,10,09/28/0021 09:48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1032,3,1
sept_2021_arm_1,5,NaN,NaN,NaN,09/28/0021 09:48,0,NaN,NaN,7,6,5,4,6,4,7,3,1,3,50,0,NaN,NaN,NaN,1032,3,1
phdx_study_enrollm_arm_1,NaN,NaN,3,9,09/28/0021 09:48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1033,3,1
sept_2021_arm_1,5,NaN,NaN,NaN,09/28/0021 10:07,0,NaN,NaN,6,5,4,5,5,3,5,6,2,6,60,10,0,0,44,1033,3,1
june_2022_arm_1,NaN,NaN,NaN,NaN,09/28/0021 10:07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1033,3,1
phdx_study_enrollm_arm_1,NaN,NaN,3,10,09/28/0021 10:07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1035,3,1
sept_2021_arm_1,5,NaN,NaN,NaN,09/28/0021 09:52,0,NaN,NaN,5,5,4,4,3,2,2,5,6,5,19,5,0,0,50,1035,3,1
phdx_study_enrollm_arm_1,NaN,NaN,2,10,09/28/0021 09:52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1037,3,1
sept_2021_arm_1,5,NaN,NaN,NaN,09/28/0021 09:52,0,1,NaN,6,6,5,5,5,4,3,3,2,5,30,3,0,0,NaN,1037,3,1
phdx_study_enrollm_arm_1,NaN,NaN,2,10,09/28/0021 09:52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1038,3,1
sept_2021_arm_1,5,NaN,NaN,NaN,09/28/0021 09:58,0,1,NaN,3,5,6,6,6,6,3,4,7,6,30,5,1,1,59,1038,3,1
proposals_2021_arm_1,NaN,NaN,NaN,NaN,09/28/0021 09:58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1038,3,1
phdx_study_enrollm_arm_1,NaN,NaN,1,8,09/28/0021 10:37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1040,3,1
sept_2021_arm_1,5,NaN,NaN,NaN,09/28/0021 09:55,0,NaN,NaN,3,3,4,7,7,5,4,4,3,5,21,5,0,0,22,1040,3,1
phdx_study_enrollm_arm_1,NaN,NaN,4,10,09/28/0021 09:54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1045,3,1
sept_2021_arm_1,5,NaN,NaN,NaN,09/28/0021 09:54,0,NaN,NaN,6,6,5,4,5,5,3,3,3,5,30,2,0,0,NaN,1045,3,1
phdx_study_enrollm_arm_1,NaN,NaN,7,5,09/28/0021 10:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1047,3,1
sept_2021_arm_1,5,NaN,NaN,NaN,09/28/0021 09:57,1,NaN,NaN,5,6,6,3,3,2,2,7,5,5,20,5,3,3,77,1047,3,1
june_2022_arm_1,NaN,NaN,NaN,NaN,09/28/0021 09:57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1047,3,1
phdx_study_enrollm_arm_1,NaN,NaN,8,10,09/28/0021 10:13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1051,3,1
sept_2021_arm_1,5,NaN,NaN,NaN,09/28/0021 10:01,0,NaN,1,5,6,5,3,6,4,4,2,1,4,50,10,1,1,78,1051,3,1
proposals_2021_arm_1,NaN,NaN,NaN,NaN,09/28/0021 10:01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1051,3,1
phdx_study_enrollm_arm_1,NaN,NaN,3,6,09/28/0021 10:04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1056,3,1
sept_2021_arm_1,5,NaN,NaN,NaN,09/28/0021 09:57,1,NaN,NaN,4,3,5,5,5,5,5,2,6,3,50,3,0,0,83,1056,3,1
phdx_study_enrollm_arm_1,NaN,NaN,9,6,09/28/0021 09:57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1057,3,1
sept_2021_arm_1,5,NaN,NaN,NaN,09/28/0021 10:16,1,NaN,NaN,6,6,6,7,5,4,5,6,3,5,45,10,0,0,39,1057,3,1
phdx_study_enrollm_arm_1,NaN,NaN,1,9,09/28/0021 10:16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1059,3,1
sept_2021_arm_1,5,NaN,NaN,NaN,09/28/0021 10:07,0,NaN,NaN,6,6,6,2,5,5,6,3,6,3,30,5,0,0,62,1059,3,1
phdx_study_enrollm_arm_1,NaN,NaN,3,8,09/28/0021 10:07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1060,3,1
sept_2021_arm_1,5,NaN,NaN,NaN,09/28/0021 10:01,0,NaN,NaN,6,4,5,6,3,7,7,6,2,4,50,5,0,0,57,1060,3,1
phdx_study_enrollm_arm_1,NaN,NaN,7,10,09/28/0021 10:08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1066,3,1
sept_2021_arm_1,5,NaN,NaN,NaN,09/28/0021 10:06,0,NaN,NaN,7,6,7,5,6,3,3,2,4,6,60,10,0,0,63,1066,3,1
june_2022_arm_1,NaN,NaN,NaN,NaN,09/28/0021 10:06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1066,3,1
phdx_study_enrollm_arm_1,NaN,NaN,3,10,09/28/0021 10:06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1067,3,1
sept_2021_arm_1,5,NaN,NaN,NaN,09/28/0021 10:04,0,NaN,NaN,5,6,2,4,6,4,2,2,2,7,45,0,0,0,69,1067,3,1
phdx_study_enrollm_arm_1,NaN,NaN,9,10,09/28/0021 10:04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1068,3,1
sept_2021_arm_1,5,NaN,NaN,NaN,09/28/0021 10:04,0,NaN,NaN,6,6,6,6,6,6,5,6,6,6,30,0,0,0,74,1068,3,1
june_2022_arm_1,NaN,NaN,NaN,NaN,09/28/0021 10:04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1068,3,1
phdx_study_enrollm_arm_1,NaN,NaN,6,8,09/28/0021 10:04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1069,3,1
sept_2021_arm_1,5,NaN,NaN,NaN,09/28/0021 10:06,0,NaN,NaN,5,5,6,6,5,2,2,2,3,5,20,6,0,0,61,1069,3,1
june_2022_arm_1,NaN,NaN,NaN,NaN,09/28/0021 10:06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1069,3,1
phdx_study_enrollm_arm_1,NaN,NaN,3,10,09/28/0021 10:06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1070,3,1
