record_id,Duplicate_1,Duplicate_2,Duplicate_3,redcap_event_name,redcap_survey_identifier,student_survey_timestamp,group,group_value,list_discipline,list_year_enrolled,advanced,student_survey_new_participant_timestamp,advanced_nu,milestones_cogsci,milestones_cogsci_nu,milestones_psysci,milestones_psysci_nu,enjoy,enjoy_nu,good,good_nu,nonexperts,nonexperts_nu,discouraged,discouraged_nu,writers_block,writers_block_nu,inspired,inspired_nu,cant_start,cant_start_nu,rejection,rejection_nu,rcv_fdbk,rcv_fdbk_nu,gv_fdbk,gv_fdbk_nu,timeblock,timeblock_j22_nu,hours,hours_j22_nu,conference_submit,conference_submit_nu,conference_accept,conference_accept_nu,perma_hap,perma_hap_nu
92,NaN,NaN,NaN,sept_2021_arm_1,NaN,01/01/0000 00:00,NaN,NaN,NaN,NaN,0,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
93,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,6,9,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
93,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/28/0021 10:53,2,100,NaN,NaN,0,NaT,NaN,NaN,NaN,NaN,NaN,5,NaN,6,NaN,3,NaN,5,NaN,6,NaN,3,NaN,1,NaN,5,NaN,5,NaN,5,NaN,15,NaN,4,NaN,0,NaN,0,NaN,75,NaN
94,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,4,10,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
94,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/28/0021 10:43,5,NaN,NaN,NaN,0,NaT,NaN,NaN,NaN,NaN,NaN,6,NaN,6,NaN,5,NaN,6,NaN,6,NaN,4,NaN,4,NaN,4,NaN,3,NaN,5,NaN,36,NaN,15,NaN,0,NaN,0,NaN,73,NaN
95,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,7,7,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
95,NaN,NaN,NaN,sept_2021_arm_1,NaN,01/01/0000 00:00,5,NaN,NaN,NaN,1,NaT,NaN,NaN,NaN,NaN,NaN,2,NaN,6,NaN,5,NaN,7,NaN,3,NaN,7,NaN,6,NaN,5,NaN,5,NaN,3,NaN,58,NaN,2,NaN,0,NaN,0,NaN,NaN,NaN
96,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,9,8,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
96,NaN,NaN,NaN,sept_2021_arm_1,NaN,01/01/0000 00:00,NaN,NaN,NaN,NaN,0,NaT,NaN,NaN,NaN,NaN,NaN,7,NaN,6,NaN,6,NaN,4,NaN,4,NaN,4,NaN,4,NaN,4,NaN,1,NaN,5,NaN,60,NaN,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN
97,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,1,5,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
97,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/28/0021 10:47,NaN,94,NaN,NaN,1,NaT,NaN,NaN,NaN,NaN,NaN,5,NaN,6,NaN,6,NaN,7,NaN,7,NaN,5,NaN,5,NaN,4,NaN,4,NaN,3,NaN,15,NaN,10,NaN,0,NaN,0,NaN,50,NaN
97,NaN,NaN,NaN,june_2022_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,06/23/0022 09:56,1,NaN,NaN,NaN,NaN,NaN,4,NaN,6,NaN,6,NaN,7,NaN,7,NaN,6,NaN,6,NaN,3,NaN,3,NaN,6,NaN,45,NaN,3,NaN,0,NaN,0,NaN,50
98,39,243,336,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
98,NaN,NaN,NaN,sept_2021_arm_1,NaN,01/01/0000 00:00,NaN,NaN,NaN,NaN,0,NaT,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
98,NaN,NaN,NaN,proposals_2021_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
99,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,1,5,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
99,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/28/0021 11:05,5,NaN,NaN,NaN,1,NaT,NaN,NaN,NaN,NaN,NaN,6,NaN,5,NaN,3,NaN,7,NaN,7,NaN,6,NaN,6,NaN,3,NaN,2,NaN,5,NaN,60,NaN,20,NaN,2,NaN,2,NaN,69,NaN
100,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,2,6,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
100,NaN,NaN,NaN,sept_2021_arm_1,NaN,01/01/0000 00:00,NaN,NaN,NaN,NaN,1,NaT,NaN,5,NaN,NaN,NaN,7,NaN,7,NaN,7,NaN,5,NaN,5,NaN,2,NaN,2,NaN,2,NaN,1,NaN,7,NaN,50,NaN,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN
101,249,369,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,6,7,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
101,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/28/0021 11:12,5,NaN,NaN,NaN,0,01/01/0000 00:00,NaN,NaN,NaN,NaN,NaN,6,NaN,6,NaN,5,NaN,6,NaN,5,NaN,7,NaN,4,NaN,3,NaN,4,NaN,5,NaN,45,NaN,3,NaN,0,NaN,1,NaN,36,NaN
102,269,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,7,10,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
102,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/28/0021 11:13,5,NaN,NaN,NaN,0,NaT,NaN,NaN,NaN,NaN,NaN,7,NaN,7,NaN,7,NaN,4,NaN,3,NaN,3,NaN,2,NaN,2,NaN,1,NaN,7,NaN,30,NaN,20,NaN,0,NaN,0,NaN,95,NaN
103,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
103,NaN,NaN,NaN,sept_2021_arm_1,NaN,01/01/0000 00:00,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
104,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,8,8,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
104,NaN,NaN,NaN,sept_2021_arm_1,NaN,01/01/0000 00:00,2,50,NaN,NaN,0,NaT,NaN,NaN,NaN,3,NaN,5,NaN,4,NaN,5,NaN,4,NaN,5,NaN,5,NaN,3,NaN,2,NaN,5,NaN,4,NaN,60,NaN,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN
104,NaN,NaN,NaN,proposals_2021_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
104,NaN,NaN,NaN,june_2022_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,06/23/0022 14:30,0,NaN,NaN,NaN,4,NaN,5,NaN,3,NaN,5,NaN,5,NaN,3,NaN,5,NaN,2,NaN,4,NaN,1,NaN,5,NaN,45,NaN,15,NaN,0,NaN,0,NaN,54
105,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,4,10,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
105,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/28/0021 11:58,2,55,NaN,NaN,0,06/21/0022 14:01,0,NaN,NaN,NaN,NaN,6,5,5,4,6,5,5,4,5,5,5,6,4,5,3,4,4,5,5,5,50,30,3,1,0,1,0,1,68,27
105,NaN,NaN,NaN,june_2022_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,06/23/0022 11:09,0,NaN,NaN,NaN,NaN,NaN,5,NaN,4,NaN,6,NaN,6,NaN,6,NaN,6,NaN,6,NaN,4,NaN,6,NaN,6,NaN,37,NaN,1,NaN,2,NaN,2,NaN,29
106,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
106,NaN,NaN,NaN,sept_2021_arm_1,NaN,01/01/0000 00:00,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
107,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,9,9,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
107,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/28/0021 11:22,5,NaN,NaN,NaN,0,NaT,NaN,NaN,NaN,NaN,NaN,6,NaN,5,NaN,5,NaN,7,NaN,7,NaN,6,NaN,6,NaN,6,NaN,5,NaN,5,NaN,29,NaN,3,NaN,0,NaN,0,NaN,30,NaN
108,240,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,7,6,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
108,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/28/0021 11:25,5,NaN,NaN,NaN,1,NaT,NaN,NaN,NaN,NaN,NaN,7,NaN,6,NaN,7,NaN,7,NaN,6,NaN,7,NaN,7,NaN,7,NaN,1,NaN,7,NaN,87,NaN,12,NaN,2,NaN,2,NaN,23,NaN
109,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,3,8,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
109,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/28/0021 11:28,5,NaN,NaN,NaN,0,NaT,NaN,NaN,NaN,NaN,NaN,5,NaN,5,NaN,6,NaN,7,NaN,6,NaN,7,NaN,7,NaN,4,NaN,2,NaN,3,NaN,90,NaN,5,NaN,0,NaN,0,NaN,23,NaN
110,293,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,3,9,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
110,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/28/0021 11:48,5,NaN,NaN,NaN,0,NaT,NaN,NaN,NaN,NaN,NaN,4,NaN,4,NaN,6,NaN,4,NaN,4,NaN,5,NaN,5,NaN,4,NaN,4,NaN,5,NaN,30,NaN,20,NaN,0,NaN,0,NaN,69,NaN
111,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,3,9,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
111,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/28/0021 13:17,5,NaN,NaN,NaN,0,NaT,NaN,NaN,NaN,NaN,NaN,6,NaN,3,NaN,5,NaN,6,NaN,4,NaN,6,NaN,2,NaN,6,NaN,3,NaN,7,NaN,16,NaN,2,NaN,0,NaN,0,NaN,68,NaN
111,NaN,NaN,NaN,june_2022_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,06/23/0022 15:01,0,NaN,NaN,NaN,NaN,NaN,3,NaN,2,NaN,2,NaN,2,NaN,6,NaN,5,NaN,5,NaN,5,NaN,5,NaN,3,NaN,60,NaN,3,NaN,0,NaN,0,NaN,80
112,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,7,6,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
112,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/28/0021 11:40,NaN,81,NaN,NaN,1,NaT,NaN,NaN,NaN,NaN,NaN,5,NaN,5,NaN,4,NaN,6,NaN,4,NaN,2,NaN,2,NaN,4,NaN,1,NaN,5,NaN,10,NaN,5,NaN,3,NaN,3,NaN,30,NaN
113,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,6,10,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
113,NaN,NaN,NaN,sept_2021_arm_1,NaN,01/01/0000 00:00,3,60,NaN,NaN,0,NaT,NaN,NaN,NaN,NaN,NaN,6,NaN,6,NaN,4,NaN,5,NaN,5,NaN,5,NaN,6,NaN,4,NaN,3,NaN,6,NaN,25,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN
114,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,9,10,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
114,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/28/0021 11:51,5,NaN,NaN,NaN,0,06/21/0022 12:15,0,NaN,NaN,NaN,NaN,5,6,6,7,6,7,4,5,4,3,3,3,2,2,3,4,7,6,6,6,30,60,0,5,0,0,0,0,61,75
114,NaN,NaN,NaN,june_2022_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,06/24/0022 14:20,0,NaN,NaN,NaN,NaN,NaN,6,NaN,6,NaN,7,NaN,6,NaN,3,NaN,3,NaN,3,NaN,3,NaN,7,NaN,6,NaN,60,NaN,5,NaN,0,NaN,0,NaN,71
115,290,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,6,10,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
115,NaN,NaN,NaN,sept_2021_arm_1,NaN,01/01/0000 00:00,NaN,NaN,NaN,NaN,0,NaT,NaN,NaN,NaN,NaN,NaN,7,NaN,6,NaN,4,NaN,4,NaN,4,NaN,3,NaN,2,NaN,2,NaN,2,NaN,2,NaN,50,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN
115,NaN,NaN,NaN,june_2022_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,06/23/0022 10:02,0,NaN,NaN,NaN,NaN,NaN,6,NaN,4,NaN,5,NaN,7,NaN,6,NaN,6,NaN,6,NaN,3,NaN,2,NaN,2,NaN,33,NaN,2,NaN,0,NaN,0,NaN,86
116,286,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,7,9,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
116,NaN,NaN,NaN,sept_2021_arm_1,NaN,01/01/0000 00:00,2,100,NaN,NaN,0,NaT,NaN,NaN,NaN,NaN,NaN,5,NaN,5,NaN,6,NaN,6,NaN,6,NaN,6,NaN,6,NaN,5,NaN,5,NaN,5,NaN,20,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN
117,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,1,4,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
117,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/28/0021 12:18,1,97,NaN,NaN,1,NaT,NaN,NaN,NaN,NaN,NaN,5,NaN,5,NaN,5,NaN,7,NaN,7,NaN,4,NaN,4,NaN,6,NaN,6,NaN,4,NaN,45,NaN,5,NaN,2,NaN,2,NaN,21,NaN
118,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
118,NaN,NaN,NaN,sept_2021_arm_1,NaN,01/01/0000 00:00,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
119,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,9,5,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
119,NaN,NaN,NaN,sept_2021_arm_1,NaN,01/01/0000 00:00,3,100,NaN,NaN,1,NaT,NaN,NaN,NaN,NaN,NaN,3,NaN,4,NaN,5,NaN,6,NaN,6,NaN,3,NaN,3,NaN,4,NaN,6,NaN,6,NaN,30,NaN,4,NaN,2,NaN,2,NaN,NaN,NaN
120,265,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,8,6,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
120,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/28/0021 12:02,5,NaN,NaN,NaN,1,NaT,NaN,NaN,NaN,5,NaN,6,NaN,6,NaN,6,NaN,2,NaN,3,NaN,2,NaN,3,NaN,3,NaN,1,NaN,6,NaN,60,NaN,20,NaN,2,NaN,2,NaN,75,NaN
121,280,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,8,9,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
121,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/28/0021 11:57,5,NaN,NaN,NaN,0,06/21/0022 10:59,0,NaN,NaN,2,3,6,6,7,7,6,5,5,6,2,3,2,3,2,2,2,2,2,2,6,6,15,30,4,3,3,4,3,3,69,59
122,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
122,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/28/0021 11:49,NaN,NaN,NaN,NaN,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
123,319,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,8,7,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
123,NaN,NaN,NaN,sept_2021_arm_1,NaN,09/28/0021 12:16,3,100,NaN,NaN,0,01/01/0000 00:00,1,NaN,NaN,4,5,5,5,3,5,6,6,6,7,7,7,4,5,4,5,5,5,3,3,5,5,30,30,5,12,0,NaN,0,NaN,41,NaN
124,NaN,NaN,NaN,phdx_study_enrollm_arm_1,NaN,NaT,NaN,NaN,9,10,NaN,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
124,NaN,NaN,NaN,sept_2021_arm_1,NaN,01/01/0000 00:00,NaN,NaN,NaN,NaN,0,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
